,time_elapsed,epoch,fold,f1_train,auroc_train,auprc_train,f1_test,auroc_test,auprc_test
0,799.0934898853302,,0,0.8412251364196445,0.9407407407407407,0.9856617187415937,1.0,1.0,1.0
0,201.76122426986694,50,1,0.17147968310759007,0.8058035714285714,0.9262969409939161,0.0808080808080808,0.07142857142857142,0.5766439909297052
0,787.9052500724792,,2,0.8888138957816377,0.9308035714285715,0.9842683162507853,0.874074074074074,1.0,1.0
0,787.854779958725,,3,0.8904428904428904,0.9274553571428572,0.982404568387129,0.6805555555555557,0.7857142857142857,0.9441609977324261
0,779.2540256977081,,4,0.8571826183766483,0.8883928571428571,0.9696773313510441,0.6805555555555557,1.0,1.0
0,197.36346173286438,50,5,0.054626532887402456,0.8638392857142857,0.9644992917549704,0.0808080808080808,0.42857142857142855,0.8314058956916099
0,773.499077796936,,6,0.8473010825952002,0.9051339285714286,0.9705849053449751,0.874074074074074,0.5714285714285714,0.799234693877551
0,770.9541985988617,,7,0.862457117319298,0.9489583333333333,0.9881710225253406,0.673076923076923,0.7142857142857143,0.9587585034013606
0,771.5645260810852,,8,0.7962313003452244,0.9427083333333334,0.9862021619979102,0.5666666666666667,1.0,1.0
0,771.5490171909332,,9,0.8182247031999371,0.9593750000000001,0.9902438674647202,0.4246031746031746,1.0,1.0
