,time_elapsed,epoch,fold,f1_train,auroc_train,auprc_train,f1_test,auroc_test,auprc_test
0,155.2003664970398,85,0,0.9047553695189734,0.9862433862433863,0.9968589300085768,0.7777777777777778,0.875,0.9852430555555556
0,91.56849813461304,50,1,0.9266439205955336,0.9810267857142857,0.9960118505912106,0.6805555555555557,0.6428571428571428,0.8587585034013605
0,133.00382328033447,68,2,0.916634880271244,0.984375,0.9966350279951564,0.7777777777777778,0.9285714285714286,0.9808673469387754
0,101.96652007102966,50,3,0.8408274495231017,0.9754464285714285,0.9944487776294352,0.6805555555555557,0.6428571428571428,0.9018140589569161
0,200.31426334381104,99,4,0.9873500560440556,1.0,1.0,0.874074074074074,1.0,1.0
0,224.0557680130005,110,5,0.9135219189412738,0.9821428571428571,0.9961565497655993,0.6805555555555557,0.8571428571428571,0.9662698412698412
0,371.29033970832825,,6,0.9873500560440556,1.0,1.0,0.874074074074074,1.0,1.0
0,371.80894684791565,,7,1.0,1.0,1.0,0.6863636363636364,1.0,1.0
0,219.791002035141,118,8,0.9632957422324512,0.9989583333333334,0.9997577373798077,0.891025641025641,1.0,1.0
0,154.31003427505493,83,9,0.7962313003452244,0.9895833333333334,0.9975871938712959,0.4246031746031746,1.0,1.0
