,time_elapsed,epoch,fold,f1_train,auroc_train,auprc_train,f1_test,auroc_test,auprc_test
0,89.32984709739685,,0,0.8792735042735044,0.9492063492063492,0.9873684368007323,0.9037037037037037,1.0,1.0
0,21.7830867767334,50,1,0.8288358147229116,0.8537946428571429,0.9563246559546643,0.4786324786324786,0.07142857142857142,0.5766439909297052
0,85.6878650188446,,2,0.9089423352989245,0.9564732142857142,0.9901474850072223,0.874074074074074,0.9285714285714286,0.9808673469387754
0,21.618184566497803,50,3,0.771894771894772,0.8459821428571428,0.9618488239330905,0.6222222222222222,0.7142857142857143,0.9280045351473922
0,86.66221761703491,,4,0.9000407000407,0.9419642857142857,0.9865177058221339,0.874074074074074,1.0,1.0
0,23.00237512588501,53,5,0.7871794871794872,0.8180803571428571,0.9466545257392172,0.4786324786324786,0.42857142857142855,0.8314058956916099
0,84.77924370765686,,6,0.8707932237344002,0.9341517857142857,0.9818586365763252,0.874074074074074,0.6428571428571428,0.8587585034013605
0,55.4717903137207,129,7,0.903057670597843,0.953125,0.98930421025451,0.6863636363636364,0.7142857142857143,0.9587585034013606
0,86.7768120765686,,8,0.8808535657466969,0.94375,0.9864934906220453,0.891025641025641,1.0,1.0
0,83.72929501533508,,9,0.8808535657466969,0.9697916666666667,0.9925268722989488,0.5666666666666667,1.0,1.0
