,time_elapsed,epoch,fold,f1_train,auroc_train,auprc_train,f1_test,auroc_test,auprc_test
0,65.67825531959534,134,0,0.8489401111339783,0.982010582010582,0.995845669517814,0.8174603174603174,1.0,1.0
0,90.1282126903534,,1,0.9394507931093298,0.9955357142857142,0.9990489946817926,0.6805555555555557,1.0,1.0
0,34.952892780303955,76,2,0.6307692307692307,0.9453125,0.9875458946574298,0.5777777777777778,0.9285714285714286,0.9808673469387754
0,60.278956174850464,132,3,0.916634880271244,0.9910714285714286,0.9980973415276223,0.6222222222222222,0.5714285714285714,0.8837868480725624
0,77.87528848648071,168,4,0.9394507931093298,0.9888392857142856,0.9976695095222258,1.0,1.0,1.0
0,67.0169563293457,144,5,0.9301347013017494,0.9955357142857143,0.9990383477199883,0.6805555555555557,0.7857142857142857,0.9441609977324261
0,88.8912661075592,,6,0.883231546924678,0.9910714285714286,0.9981341205070902,1.0,1.0,1.0
0,76.02526521682739,169,7,0.9399432511504138,0.9958333333333333,0.9990489946817926,0.6863636363636364,1.0,1.0
0,89.42758679389954,196,8,0.9285121394480182,0.9947916666666667,0.9988594282821824,0.891025641025641,1.0,1.0
0,65.49800562858582,143,9,0.8949129797975666,0.99375,0.9985894980256382,0.5666666666666667,1.0,1.0
