,time_elapsed,epoch,fold,f1_train,auroc_train,auprc_train,f1_test,auroc_test,auprc_test
0,156.44583773612976,78,0,0.87114772819969,0.9894179894179894,0.9976131497072089,0.9037037037037037,1.0,1.0
0,373.5521550178528,193,1,0.8976258309591643,1.0,1.0,0.6805555555555557,1.0,1.0
0,225.20914578437805,116,2,0.9394507931093298,0.9910714285714286,0.9980854001896062,0.874074074074074,0.9285714285714286,0.9808673469387754
0,268.24243116378784,138,3,0.8175158175158175,0.9944196428571428,0.9988279450170149,0.6222222222222222,0.7142857142857142,0.91797052154195
0,304.8804543018341,157,4,0.9873500560440556,0.9977678571428572,0.9995228729603729,0.874074074074074,1.0,1.0
0,220.2119700908661,113,5,0.8175158175158175,0.9888392857142856,0.9977111065578376,0.7962962962962963,0.8571428571428571,0.9662698412698412
0,272.49233746528625,139,6,0.9750101750101751,0.9977678571428572,0.9995228729603729,0.874074074074074,1.0,1.0
0,100.5967264175415,50,7,0.34387272361955906,0.8458333333333333,0.959589283826102,0.027777777777777776,0.5714285714285714,0.9325680272108843
0,141.7469642162323,72,8,0.9515288352989215,0.9989583333333334,0.9997577373798077,0.891025641025641,1.0,1.0
0,152.3605399131775,77,9,0.9515288352989215,1.0,1.0,0.5666666666666667,1.0,1.0
