,time_elapsed,epoch,fold,f1_train,auroc_train,auprc_train,f1_test,auroc_test,auprc_test
0,60.39279317855835,52,0,0.7822398190045249,0.8582010582010581,0.9620165546295241,0.9037037037037037,0.875,0.9852430555555556
0,75.07995176315308,71,1,0.6454559086138033,0.8861607142857142,0.9635084170005808,0.48773448773448774,0.5714285714285714,0.799234693877551
0,55.81231641769409,50,2,0.7919098143236074,0.8247767857142857,0.9495773300057904,0.5925925925925926,0.6428571428571428,0.8587585034013605
0,90.2571451663971,79,3,0.9327852808768841,0.9944196428571428,0.9988279450170149,0.6805555555555557,0.7142857142857142,0.91797052154195
0,55.85285520553589,50,4,0.24216524216524218,0.9475446428571429,0.9861500195571089,0.48773448773448774,0.5714285714285714,0.799234693877551
0,142.9798548221588,136,5,0.9873500560440556,0.9977678571428572,0.9995228729603729,0.6805555555555557,0.8571428571428572,0.9587585034013604
0,56.00116419792175,50,6,0.12994663673852003,0.8683035714285714,0.9696806520813226,0.4444444444444444,0.7142857142857143,0.9004251700680272
0,56.19271278381348,50,7,0.7626762014771926,0.8645833333333334,0.965267749862557,0.8166666666666667,0.7142857142857143,0.9587585034013606
0,110.1399028301239,101,8,0.9399432511504138,1.0,1.0,0.891025641025641,1.0,1.0
0,57.131744623184204,50,9,0.6587516368398079,0.8385416666666667,0.9512462774694666,0.5666666666666667,0.8571428571428571,0.9808673469387755
