,time_elapsed,epoch,fold,f1_train,auroc_train,auprc_train,f1_test,auroc_test,auprc_test
0,44.8347373008728,156,0,0.9161061514002691,0.9894179894179894,0.9976016512391666,1.0,1.0,1.0
0,42.947086811065674,171,1,0.9394507931093298,0.9988839285714286,0.9997577373798077,0.6805555555555557,1.0,1.0
0,42.49056053161621,174,2,0.9750101750101751,0.9955357142857143,0.9990740232660228,0.874074074074074,0.8571428571428572,0.9587585034013604
0,38.21076703071594,151,3,0.9873500560440556,0.9966517857142857,0.9992950729308006,0.6805555555555557,0.7142857142857142,0.91797052154195
0,31.383713960647583,126,4,0.9750101750101751,0.9966517857142858,0.999276794711365,0.874074074074074,0.9285714285714286,0.9808673469387754
0,13.731419563293457,55,5,0.883231546924678,0.9821428571428571,0.9961472298209396,0.7777777777777778,0.7142857142857142,0.91797052154195
0,51.23893356323242,,6,0.951095947063689,0.9955357142857143,0.9990383477199883,0.874074074074074,1.0,1.0
0,41.251638889312744,164,7,0.9746835443037974,0.9989583333333334,0.9997577373798077,0.6863636363636364,1.0,1.0
0,44.73532152175903,183,8,0.9285121394480182,1.0,1.0,0.891025641025641,1.0,1.0
0,37.11851906776428,155,9,0.9399432511504138,1.0,1.0,0.5666666666666667,1.0,1.0
