,time_elapsed,epoch,fold,f1_train,auroc_train,auprc_train,f1_test,auroc_test,auprc_test
0,219.51425457000732,105,0,0.9183431952662722,0.9682539682539683,0.9924660671152931,0.8366013071895425,0.875,0.9852430555555556
0,406.4179449081421,,1,0.8598778563096138,0.9821428571428571,0.9959125456143048,0.6805555555555557,0.9285714285714286,0.9808673469387754
0,267.2837698459625,130,2,0.9327852808768841,0.9720982142857142,0.9938565652234648,0.874074074074074,0.9285714285714286,0.9808673469387754
0,146.9921658039093,72,3,0.8391263057929723,0.90625,0.9790591389075487,0.6805555555555557,0.7142857142857143,0.9280045351473922
0,342.13606667518616,167,4,0.883231546924678,0.9676339285714286,0.9929211412008601,0.874074074074074,1.0,1.0
0,209.24020504951477,100,5,0.9349588109278031,0.9854910714285714,0.9968949687076802,0.6805555555555557,0.8571428571428571,0.9662698412698412
0,416.9854745864868,,6,0.6434674301177884,0.9743303571428571,0.9945495066896239,0.5777777777777778,1.0,1.0
0,412.44596910476685,,7,0.9632957422324512,1.0,1.0,0.5666666666666667,1.0,1.0
0,230.54721474647522,116,8,0.9399432511504138,0.9958333333333333,0.9990489946817926,0.891025641025641,1.0,1.0
0,273.61955189704895,140,9,0.8510168819034697,0.9875,0.9970045304565262,0.25,1.0,1.0
