,time_elapsed,epoch,fold,f1_train,auroc_train,auprc_train,f1_test,auroc_test,auprc_test
0,65.79627919197083,80,0,0.9275641025641025,0.9978835978835979,0.9995077838827835,1.0,1.0,1.0
0,94.58843445777893,126,1,0.9394507931093298,0.9988839285714286,0.9997577373798077,0.6805555555555557,1.0,1.0
0,84.1775062084198,112,2,0.9394507931093298,1.0,1.0,0.7777777777777778,0.8571428571428572,0.9587585034013604
0,69.82967233657837,92,3,0.9394507931093298,0.9977678571428572,0.9995228729603729,0.6805555555555557,0.5714285714285714,0.8837868480725624
0,111.44626021385193,150,4,0.9629379652605459,1.0,1.0,0.874074074074074,1.0,1.0
0,70.94510769844055,94,5,0.9471400394477317,0.9866071428571428,0.9971628680271569,0.6805555555555557,0.7857142857142857,0.9441609977324261
0,149.53999018669128,,6,0.9873500560440556,0.9977678571428572,0.9995228729603729,0.874074074074074,1.0,1.0
0,89.21901988983154,117,7,0.9874961015744816,1.0,1.0,0.6863636363636364,1.0,1.0
0,149.275244474411,,8,1.0,1.0,1.0,0.891025641025641,1.0,1.0
0,142.01395082473755,185,9,0.9632957422324512,1.0,1.0,0.5666666666666667,1.0,1.0
