,time_elapsed,epoch,fold,f1_train,auroc_train,auprc_train,f1_test,auroc_test,auprc_test
0,421.13189125061035,,0,0.813379602853287,0.946031746031746,0.9868494002452013,0.8174603174603174,1.0,1.0
0,126.01563024520874,58,1,0.8717948717948718,0.8381696428571428,0.9538737021861824,0.5555555555555556,0.07142857142857142,0.5766439909297052
0,424.27595949172974,,2,0.8861505043964996,0.9508928571428571,0.9889390419245181,0.874074074074074,0.9285714285714286,0.9808673469387754
0,429.3124403953552,,3,0.8888138957816377,0.9408482142857143,0.9863979097945267,0.6805555555555557,0.7857142857142857,0.9441609977324261
0,426.76224303245544,,4,0.8559454046435724,0.9140625,0.9787425645155472,0.874074074074074,1.0,1.0
0,128.13588094711304,59,5,0.8302057783425437,0.8113839285714285,0.9421986722954234,0.6805555555555557,0.42857142857142855,0.8314058956916099
0,414.3958840370178,,6,0.8521276179291447,0.9095982142857143,0.9728343563133082,0.6805555555555557,0.5714285714285714,0.799234693877551
0,417.2850384712219,,7,0.8590273151232511,0.9500000000000001,0.988485847794893,0.4246031746031746,0.7142857142857143,0.9587585034013606
0,418.0060806274414,,8,0.9124727110213714,0.9375000000000001,0.9850525072768068,0.891025641025641,1.0,1.0
0,419.7163724899292,,9,0.9124727110213714,0.9645833333333333,0.9913944088303557,0.5666666666666667,1.0,1.0
