,time_elapsed,epoch,fold,f1_train,auroc_train,auprc_train,f1_test,auroc_test,auprc_test
0,205.7100327014923,50,0,0.06203473945409431,0.7682539682539682,0.9254123826468759,0.02222222222222222,0.875,0.9852430555555556
0,194.7934010028839,50,1,0.054626532887402456,0.825892857142857,0.9352524718601377,0.0808080808080808,0.42857142857142855,0.6774943310657596
0,763.5999095439911,,2,0.8612732095490716,0.9933035714285714,0.9985894980256382,0.7962962962962963,0.8571428571428572,0.9587585034013604
0,194.73251700401306,50,3,0.054626532887402456,0.6339285714285714,0.8869715285002535,0.0808080808080808,0.2857142857142857,0.7302154195011337
0,195.21036314964294,50,4,0.10556850556850558,0.6495535714285715,0.9087395331815085,0.044444444444444446,0.5,0.6920918367346939
0,436.51573395729065,113,5,0.9279727023217862,0.9977678571428572,0.9995228729603729,0.7777777777777778,0.8571428571428572,0.9587585034013604
0,199.5863971710205,51,6,0.054626532887402456,0.8013392857142857,0.9468269272150704,0.0808080808080808,0.5,0.8280045351473921
0,769.316547870636,,7,0.8838768504612744,0.9958333333333333,0.9990383477199883,0.4246031746031746,1.0,1.0
0,554.5603539943695,143,8,0.9399432511504138,0.99375,0.998560531689392,0.891025641025641,1.0,1.0
0,299.8570466041565,77,9,0.6570653577886851,0.9322916666666667,0.9820259570008876,0.4246031746031746,1.0,1.0
