,time_elapsed,epoch,fold,f1_train,auroc_train,auprc_train,f1_test,auroc_test,auprc_test
0,401.97901368141174,120,0,0.8489401111339783,0.9830687830687831,0.996089707571653,0.9037037037037037,0.875,0.9852430555555556
0,174.11421823501587,52,1,0.858119658119658,0.9107142857142857,0.9748055498214945,0.6805555555555557,0.5,0.6920918367346939
0,425.39756441116333,129,2,0.9279727023217862,0.9910714285714285,0.9981437377227419,0.7777777777777778,0.8571428571428572,0.9587585034013604
0,480.9322876930237,146,3,0.9629379652605459,0.9988839285714286,0.9997577373798077,0.6805555555555557,0.5714285714285714,0.8837868480725624
0,568.7354860305786,173,4,1.0,1.0,1.0,0.6805555555555557,1.0,1.0
0,505.91788816452026,154,5,0.9143095710259891,0.9944196428571428,0.9988105476904159,0.6805555555555557,0.8571428571428572,0.9587585034013606
0,167.0805914402008,50,6,0.9230769230769231,0.9441964285714286,0.9862341078847778,0.874074074074074,0.8571428571428572,0.9587585034013604
0,555.0158619880676,167,7,0.9603504364350823,0.9958333333333333,0.9990489946817926,0.7916666666666666,1.0,0.9999999999999999
0,629.7849593162537,191,8,0.9515288352989215,0.9989583333333334,0.9997577373798077,1.0,1.0,0.9999999999999999
0,226.9129078388214,68,9,0.4935972917279953,0.9760416666666667,0.9942067718753571,0.25,1.0,1.0
