,time_elapsed,epoch,fold,f1_train,auroc_train,auprc_train,f1_test,auroc_test,auprc_test
0,82.94076251983643,,0,0.9017877012091091,0.9523809523809523,0.9883713507043523,1.0,1.0,1.0
0,21.325576782226562,53,1,0.7898167844644204,0.8560267857142857,0.9581718102249364,0.3888888888888889,0.07142857142857142,0.5766439909297052
0,78.68309140205383,,2,0.8888138957816377,0.9609375,0.9912969433422134,0.874074074074074,0.9285714285714286,0.9808673469387754
0,76.16092014312744,,3,0.902191894127378,0.9441964285714285,0.9866438979972196,0.6805555555555557,0.7142857142857143,0.9280045351473922
0,77.85650420188904,,4,0.868997668997669,0.9464285714285715,0.9874776805396939,0.874074074074074,0.9285714285714286,0.9808673469387754
0,21.313337087631226,53,5,0.85006105006105,0.8303571428571428,0.9506998389754966,0.4786324786324786,0.42857142857142855,0.8314058956916099
0,77.58759999275208,,6,0.9367502802202774,0.9330357142857143,0.9816535001739382,0.874074074074074,0.6428571428571428,0.8587585034013605
0,78.35089778900146,,7,0.903057670597843,0.9614583333333334,0.9912834709726347,0.7916666666666666,0.7142857142857143,0.9587585034013606
0,78.94126868247986,,8,0.9374805078724082,0.9500000000000001,0.9879108890114401,0.891025641025641,1.0,1.0
0,78.99595546722412,,9,0.8808535657466969,0.9645833333333333,0.9912734272575223,0.5666666666666667,1.0,1.0
