,time_elapsed,epoch,fold,f1_train,auroc_train,auprc_train,f1_test,auroc_test,auprc_test
0,773.5418863296509,196,0,0.8809442118987167,0.9714285714285714,0.9932263641443904,0.9037037037037037,1.0,1.0
0,198.1514835357666,50,1,0.8521276179291447,0.8108258928571428,0.9284313438175503,0.6805555555555557,0.5,0.7846371882086167
0,773.5950002670288,,2,0.8942853648736002,0.9921875,0.998329366370336,0.7962962962962963,0.8571428571428572,0.9587585034013604
0,204.10534191131592,51,3,0.6818891253673862,0.7265625,0.9215119288290796,0.6926406926406927,0.7857142857142857,0.9441609977324261
0,197.76539826393127,50,4,0.054626532887402456,0.5379464285714286,0.8769863875038775,0.0808080808080808,0.5,0.6920918367346939
0,254.32602262496948,65,5,0.8205128205128205,0.7544642857142858,0.9227106870924687,0.6805555555555557,0.7857142857142857,0.9441609977324263
0,769.6792953014374,,6,0.8722331799254877,0.9921874999999999,0.998329366370336,1.0,1.0,1.0
0,374.9745616912842,97,7,0.7801101587955408,0.8718750000000001,0.9680015867894723,0.8166666666666667,0.5714285714285714,0.9325680272108843
0,678.6429176330566,176,8,0.9162573209899868,0.9916666666666667,0.9981248870407737,1.0,1.0,1.0
0,195.08327960968018,50,9,0.08617646135000158,0.5583333333333333,0.8562735668553348,0.027777777777777776,0.42857142857142855,0.9004251700680272
