,time_elapsed,epoch,fold,f1_train,auroc_train,auprc_train,f1_test,auroc_test,auprc_test
0,427.6903975009918,,0,0.11310228233305157,0.9121693121693121,0.9759350596588316,0.02222222222222222,1.0,1.0
0,117.14384341239929,54,1,0.771894771894772,0.8348214285714286,0.9358090916354834,0.4786324786324786,0.2857142857142857,0.6433106575963718
0,423.0645201206207,,2,0.879013505578391,0.8906249999999999,0.9721576041351836,0.874074074074074,1.0,1.0
0,422.50546741485596,,3,0.8942800788954636,0.8995535714285714,0.9748784268383521,0.6805555555555557,0.7857142857142857,0.9441609977324261
0,421.69533252716064,,4,0.8462963428638486,0.8537946428571429,0.9557489078739526,0.6805555555555557,1.0,1.0
0,113.6850962638855,53,5,0.8499245852187028,0.8348214285714286,0.9540962061644322,0.6805555555555557,0.3571428571428571,0.7897392290249432
0,422.1811468601227,,6,0.7687943262411348,0.8872767857142857,0.9618060811809791,0.6805555555555557,0.5714285714285714,0.799234693877551
0,153.97558212280273,72,7,0.596047079724628,0.878125,0.9667159376283804,0.25,0.5714285714285714,0.9325680272108843
0,108.0906867980957,50,8,0.7943193746135669,0.6729166666666666,0.8815313002353898,0.8166666666666667,0.14285714285714285,0.799234693877551
0,417.96399569511414,,9,0.13514428137515233,0.9604166666666667,0.9900760840796592,0.027777777777777776,1.0,1.0
