,time_elapsed,epoch,fold,f1_train,auroc_train,auprc_train,f1_test,auroc_test,auprc_test
0,106.8582911491394,105,0,0.8818494937897922,0.982010582010582,0.9958828328403944,0.8366013071895425,1.0,1.0
0,69.66681838035583,70,1,0.8302057783425437,0.9207589285714286,0.9795180172281117,0.6805555555555557,0.5714285714285714,0.799234693877551
0,127.38993811607361,121,2,0.9394507931093298,1.0,1.0,0.874074074074074,0.9285714285714286,0.9808673469387754
0,52.006593227386475,51,3,0.7771584293323424,0.8716517857142857,0.9700986910578318,0.6805555555555557,0.7142857142857143,0.9280045351473922
0,194.8480384349823,,4,0.9143095710259891,1.0,1.0,0.6805555555555557,1.0,0.9999999999999999
0,194.34555077552795,,5,0.9279727023217862,0.9877232142857143,0.9973661442065183,0.7777777777777778,0.9285714285714286,0.9808673469387754
0,204.97144436836243,,6,0.2209164489197629,0.9866071428571428,0.9971191809071722,0.2833333333333333,1.0,1.0
0,51.38486361503601,50,7,0.7740271917487107,0.9364583333333334,0.9849219592617793,0.4246031746031746,0.7142857142857143,0.9587585034013606
0,88.68345832824707,86,8,0.9399432511504138,0.9947916666666667,0.9988594282821824,0.891025641025641,1.0,1.0
0,135.9404594898224,136,9,0.9399432511504138,1.0,1.0,0.5666666666666667,1.0,1.0
