,time_elapsed,epoch,fold,f1_train,auroc_train,auprc_train,f1_test,auroc_test,auprc_test
0,520.3615550994873,,0,0.8904731632004359,0.9566137566137566,0.9894586524462461,0.8174603174603174,1.0,1.0
0,137.32397961616516,52,1,0.7051282051282051,0.8649553571428572,0.9628362304182045,0.2222222222222222,0.07142857142857142,0.5766439909297052
0,515.4572093486786,,2,0.9230769230769231,0.9720982142857143,0.9939943772037381,0.874074074074074,0.9285714285714286,0.9808673469387754
0,518.2830564975739,,3,0.9135219189412738,0.9609375,0.9909734272240521,0.6805555555555557,0.7857142857142857,0.9441609977324261
0,516.9648079872131,,4,0.9230769230769231,0.953125,0.9894309752256234,0.874074074074074,1.0,1.0
0,159.9270474910736,60,5,0.8257725180802103,0.8828125,0.9702032743531295,0.4786324786324786,0.5,0.8516439909297051
0,521.9152324199677,,6,0.9367502802202774,0.9520089285714285,0.9887299335640761,0.874074074074074,0.8571428571428572,0.9587585034013604
0,526.0076291561127,,7,0.8958965085547363,0.9625,0.9914214912424772,0.673076923076923,0.7142857142857143,0.9587585034013606
0,531.6007599830627,,8,0.8482076374853739,0.9572916666666668,0.9899419813637111,0.7916666666666666,1.0,1.0
0,529.1850979328156,,9,0.849782168707763,0.96875,0.9923122773151084,0.5666666666666667,1.0,1.0
