,time_elapsed,epoch,fold,f1_train,auroc_train,auprc_train,f1_test,auroc_test,auprc_test
0,44.9900221824646,,0,0.8904731632004359,0.9481481481481482,0.987737552193257,0.8174603174603174,1.0,1.0
0,10.11531686782837,50,1,0.6936440487094401,0.8225446428571429,0.9438565306195182,0.15555555555555556,0.07142857142857142,0.5766439909297052
0,40.40476059913635,,2,0.8829258596700458,0.9375,0.9856466369782642,0.874074074074074,0.9285714285714286,0.9808673469387754
0,10.858370065689087,53,3,0.7246963562753036,0.7633928571428571,0.9384290602304245,0.6222222222222222,0.07142857142857142,0.5766439909297052
0,38.080546617507935,,4,0.8888138957816377,0.8984375000000001,0.9717922617108125,0.874074074074074,0.8571428571428572,0.9587585034013604
0,11.807017803192139,57,5,0.6713208360267183,0.7678571428571428,0.9162120899325576,0.48773448773448774,0.42857142857142855,0.8099773242630386
0,28.615906238555908,141,6,0.8451790633608817,0.8939732142857143,0.9655487985410806,0.874074074074074,0.5714285714285714,0.799234693877551
0,41.211732149124146,,7,0.8924788291876901,0.94375,0.9862119924107591,0.673076923076923,0.7142857142857143,0.9587585034013606
0,40.056246519088745,,8,0.8874649141703347,0.9302083333333333,0.9824033341802483,0.891025641025641,1.0,1.0
0,10.831789016723633,56,9,0.6191301037403636,0.9020833333333332,0.9756839577961756,0.027777777777777776,1.0,1.0
