,time_elapsed,epoch,fold,f1_train,auroc_train,auprc_train,f1_test,auroc_test,auprc_test
0,118.31553649902344,57,0,0.06203473945409431,0.8825396825396825,0.9661997811723411,0.02222222222222222,0.875,0.9852430555555556
0,116.93589997291565,59,1,0.8365241656945493,0.8805803571428571,0.960200201890187,0.874074074074074,0.5,0.6920918367346939
0,167.23644757270813,85,2,0.054626532887402456,0.8727678571428572,0.9674289643425944,0.0808080808080808,0.9285714285714286,0.9808673469387754
0,98.97077107429504,50,3,0.7993341016775515,0.8169642857142856,0.9493934965085539,0.6222222222222222,0.7142857142857143,0.9280045351473922
0,99.16601920127869,50,4,0.8286191420519778,0.7974330357142858,0.9473017497319093,0.874074074074074,0.5714285714285714,0.799234693877551
0,98.80174231529236,50,5,0.7396171903214157,0.8091517857142857,0.9419648116287721,0.6805555555555557,0.3571428571428571,0.7897392290249432
0,387.9961347579956,,6,0.9873500560440556,1.0,1.0,0.874074074074074,1.0,1.0
0,159.5338122844696,80,7,0.9339173940584706,0.96875,0.9927818922835203,0.7916666666666666,0.7142857142857143,0.9587585034013606
0,100.29180216789246,50,8,0.7234452394056137,0.5723958333333333,0.8469206805873833,0.8166666666666667,0.14285714285714285,0.799234693877551
0,100.75704884529114,50,9,0.7666012319772558,0.7177083333333334,0.9115589864005147,0.8166666666666667,0.42857142857142855,0.9004251700680272
