,time_elapsed,epoch,fold,f1_train,auroc_train,auprc_train,f1_test,auroc_test,auprc_test
0,613.7334630489349,,0,0.7509615384615385,0.9396825396825397,0.9851077393779017,0.8366013071895425,1.0,1.0
0,157.02550792694092,51,1,0.7687943262411348,0.8214285714285714,0.9304408957322039,0.6805555555555557,0.14285714285714285,0.6004535147392289
0,603.0959594249725,,2,0.9021885818224492,0.9129464285714285,0.9773441756333723,0.874074074074074,0.8571428571428572,0.9587585034013604
0,156.47657585144043,51,3,0.7396171903214157,0.7354910714285714,0.911141963208415,0.6805555555555557,0.5,0.8516439909297051
0,602.1918079853058,,4,0.054626532887402456,0.8750000000000001,0.9631944335700454,0.0808080808080808,0.7142857142857143,0.9004251700680272
0,184.04043769836426,60,5,0.8391263057929723,0.8325892857142857,0.9384421189520944,0.6805555555555557,0.6428571428571428,0.885827664399093
0,617.8345339298248,,6,0.8365241656945493,0.8895089285714286,0.9640191905992679,0.874074074074074,0.5714285714285714,0.799234693877551
0,158.65229630470276,50,7,0.7801101587955408,0.80625,0.9382531516837933,0.8166666666666667,0.0,0.6920918367346938
0,604.7909808158875,,8,0.08617646135000158,0.9166666666666666,0.9789048139169081,0.027777777777777776,1.0,1.0
0,607.0663793087006,,9,0.8039783001808318,0.9447916666666667,0.9854086865332189,1.0,1.0,1.0
