,time_elapsed,epoch,fold,f1_train,auroc_train,auprc_train,f1_test,auroc_test,auprc_test
0,362.0192241668701,,0,0.9029947152084556,0.9365079365079365,0.9841035592902405,1.0,1.0,1.0
0,91.14259886741638,50,1,0.054626532887402456,0.8392857142857143,0.9392629570582135,0.0808080808080808,0.21428571428571427,0.6230725623582766
0,359.2825870513916,,2,0.8777398676592225,0.9118303571428572,0.9775754012839739,0.874074074074074,0.9285714285714286,0.9808673469387754
0,356.43637776374817,,3,0.8861505043964996,0.9118303571428572,0.9772293374115568,0.6805555555555557,0.7142857142857143,0.9280045351473922
0,359.16232323646545,,4,0.8888138957816377,0.8861607142857143,0.9676483707544651,0.874074074074074,0.9285714285714286,0.9808673469387754
0,95.77834820747375,52,5,0.054626532887402456,0.7924107142857143,0.9351629650330194,0.0808080808080808,0.42857142857142855,0.8314058956916099
0,358.96444439888,,6,0.8683760683760684,0.9129464285714285,0.9720650498606327,0.6805555555555557,0.5714285714285714,0.799234693877551
0,362.1564037799835,,7,0.8374275906457841,0.9458333333333333,0.9863523631347133,0.4246031746031746,0.7142857142857143,0.9587585034013606
0,358.7424774169922,,8,0.7801101587955408,0.9208333333333334,0.9789372913264356,1.0,1.0,1.0
0,358.2684488296509,,9,0.9102081281996622,0.9437500000000001,0.9842671772409991,0.7916666666666666,1.0,1.0
