,time_elapsed,epoch,fold,f1_train,auroc_train,auprc_train,f1_test,auroc_test,auprc_test
0,730.8284356594086,,0,0.8661338661338661,0.8825396825396825,0.9660573835777375,0.8174603174603174,1.0,1.0
0,220.4875750541687,60,1,0.2764165875276986,0.8080357142857143,0.9321717714187838,0.0808080808080808,0.42857142857142855,0.6774943310657596
0,184.2561333179474,50,2,0.7624579844259478,0.6495535714285715,0.896268410092913,0.6805555555555557,0.4285714285714286,0.7684807256235826
0,195.0335099697113,53,3,0.7396171903214157,0.5256696428571429,0.8299989432826234,0.6805555555555557,0.14285714285714285,0.6837868480725624
0,722.5709803104401,,4,0.5545220178372352,0.8783482142857143,0.9645941944405649,0.48773448773448774,0.7142857142857143,0.9004251700680272
0,253.47348594665527,69,5,0.7332242225859247,0.78125,0.9205862419887384,0.6805555555555557,0.6428571428571428,0.885827664399093
0,723.6119747161865,,6,0.054626532887402456,0.8816964285714285,0.9643658078496067,0.0808080808080808,0.5714285714285714,0.799234693877551
0,723.896657705307,,7,0.8655985364846126,0.896875,0.9735120498293265,0.673076923076923,0.5714285714285714,0.9325680272108843
0,731.8122320175171,,8,0.8570242788960364,0.8645833333333333,0.9583816275997625,0.891025641025641,0.8571428571428571,0.9808673469387755
0,729.1101758480072,,9,0.8788220882473038,0.8833333333333333,0.9651133255664872,0.5666666666666667,1.0,1.0
