,time_elapsed,epoch,fold,f1_train,auroc_train,auprc_train,f1_test,auroc_test,auprc_test
0,183.33530354499817,,0,0.9029947152084556,0.9428571428571428,0.9857022275167153,1.0,1.0,1.0
0,44.18019509315491,52,1,0.8829258596700458,0.8247767857142857,0.9468783572949163,0.6805555555555557,0.07142857142857142,0.5766439909297052
0,177.88864874839783,,2,0.8974358974358975,0.9397321428571429,0.9857970517687842,0.874074074074074,0.9285714285714286,0.9808673469387754
0,144.8875834941864,162,3,0.8286191420519778,0.8705357142857143,0.9672999057321334,0.6805555555555557,0.7142857142857143,0.9280045351473922
0,177.38359713554382,,4,0.9178321678321678,0.8928571428571429,0.9682240110461272,0.6805555555555557,0.8571428571428572,0.9587585034013604
0,45.34681844711304,50,5,0.7034632034632035,0.8080357142857142,0.9404209255649277,0.3888888888888889,0.42857142857142855,0.8314058956916099
0,178.13437914848328,,6,0.879013505578391,0.8995535714285715,0.9660892996099675,0.6805555555555557,0.5714285714285714,0.799234693877551
0,156.46278595924377,174,7,0.7944097874144509,0.9218749999999999,0.9802339916372388,0.4246031746031746,0.7142857142857143,0.9587585034013606
0,179.7037444114685,,8,0.8699032749665663,0.9270833333333334,0.9813265165222982,0.891025641025641,1.0,1.0
0,179.26373314857483,,9,0.9143567318757191,0.9625000000000001,0.9905574411276337,0.5666666666666667,1.0,1.0
