,time_elapsed,epoch,fold,f1_train,auroc_train,auprc_train,f1_test,auroc_test,auprc_test
0,403.7537155151367,140,0,0.8876353324440756,0.958273293068032,0.9804841391975849,0.7552115339652351,0.8159057437407953,0.9203742063001248
0,384.22868156433105,150,1,0.8896418931780102,0.9578440690437502,0.9815321744538648,0.7412236216203913,0.8021600392734414,0.9160045684244381
0,369.7036759853363,151,2,0.8777277277277278,0.9533678756476683,0.9802162288495158,0.7362024088594293,0.7839960726558665,0.885492538494469
0,1080.3028812408447,406,3,0.9750110686304007,0.9966623600344531,0.9986409528973702,0.8008946034661633,0.8742732558139535,0.9489762123119924
0,526.0840058326721,212,4,0.9107517135897579,0.9724936165007722,0.988901888030818,0.8049865427618805,0.8759920634920635,0.939278190827456
