,time_elapsed,epoch,fold,f1_train,auroc_train,auprc_train,f1_test,auroc_test,auprc_test
0,40359.58396649361,60,1,0.6754722864168239,0.7542079476525608,0.5918341690437877,0.6051567047846754,0.6466133182638438,0.4569801232995482
