,time_elapsed,epoch,fold,f1_train,auroc_train,auprc_train,f1_test,auroc_test,auprc_test
0,78289.04977583885,55,2,0.7250056551736861,0.7934616816454632,0.6478995320012693,0.6267212278858686,0.6505625721119082,0.46031248939139396
