,time_elapsed,epoch,fold,f1_train,auroc_train,auprc_train,f1_test,auroc_test,auprc_test
0,101999.31174826622,76,2,0.7104991344959677,0.7875707992179083,0.6380851128613444,0.6221970445893049,0.6587221484947279,0.4689754135461526
